Nome do medicamento;Dosagem
Perindopril Teva;10 mg
PritorPlus;40 mg + 12.5 mg
Rosiced;7.5 mg/g
Telmisartan Generis Phar;40 mg
Atorvastatina Alter;40 mg
Atorvastatina Tecnigen;40 mg
Atorvastatina Teva;40 mg
Ben-U-Ron;1000 mg
Ciprofloxacina Teva;250 mg
Desloratadina Alter;5 mg
Dutasterida Ciclum;0.5 mg
Edarbi;40 mg
Ellyfol;5 mg
Glyxambi;10 mg + 5 mg
Lorsedal;1 mg
Metilfenidato Ciclum;10 mg
Quetiapina Generis;300 mg
Relmus;4 mg/2 ml
Rubifen Retard;10 mg
Sinpor;20 mg
Atorvastatina Ocram;10 mg
Atorvastatina Parke-Davis;10 mg
Atorvastatina Pharmakern;10 mg
Citalopram Wynn;40 mg
Deca-Durabolin;50 mg/ml
Glucose 5% Labesfal;50 mg/ml
Ib-u-ron;150 mg
Losartan Aurovitas;50 mg
Molesart;40 mg
Olanzapina Aurobindo;10 mg
Olanzapina Teva;10 mg
Questran;4000 mg
Sucralfato Jaba 1g Comprimidos;1000 mg
Tramadol Generis Phar;50 mg
Ácido alendrónico + Colecalciferol Ratiopharm;70 mg + 2800 U.I.
Ácido Alendrónico + Colecalciferol Zentiva;70 mg + 2800 U.I.
Alprazolam Vitória;0.5 mg
Amiodarona Alter;200 mg
Amoxicilina + Ácido Clavulânico Hikma 1000 mg + 200 mg Pó para sol injectável;1000 mg + 200 mg
Betamox;500 mg/10 ml + 50 mg/10 ml
Decadron;0.5 mg
Fluticasona Nasofan;50 µg/dose
Levetiracetam Tolife;250 mg
Lexotan;6 mg
Olmesartan medoxomilo + Hidroclorotiazida Generis;40 mg + 12.5 mg
Tansulosina toLife 0.4 mg Cápsulas de libertação prolongada;0.4 mg
Tramadol + Paracetamol Bluepharma;75 mg + 650 mg
Tramadol + Paracetamol Generis;75 mg + 650 mg
Alprazolam Labesfal;0.5 mg
Alprazolam Mylan;0.5 mg
Amlodipina + Valsartan TAD;5 mg + 160 mg
Candesartan TAD;4 mg
Cinet;1 mg/ml
Cinet;10 mg
Cosyrel;5 mg + 10 mg
Espironolactona Alter;100 mg
Hemototal;300 mg/10 ml
Lovastatina Generis;20 mg
Lovastatina Germed 20 mg Comprimidos;20 mg
Lovastatina Labesfal 20 mg Comprimidos;20 mg
Lutenyl;5 mg
Naproxeno Generis Phar;250 mg
Olanzapina Ciclum;10 mg
Pantoprazol Zentiva;40 mg
Ramipril Sandoz 2,5 mg Comprimidos;2.5 mg
Salazopirina EN;500 mg
Tomin;37.5 mg + 325 mg
Tramadol + Paracetamol Generis;37.5 mg + 325 mg
Ácido Fólico Generis;5 mg
Airtal;100 mg
Amlodipina Fresenius Kabi 5 mg Comprimidos;5 mg
Aripiprazol Vitória;15 mg
Esomeprazol Aristo;20 mg
Ezetimiba Aurovitas;10 mg
Fedroxx;500 mg + 125 mg
Irbesartan Hydrochlorothiazide Zentiva;300 mg + 12.5 mg
Lansoprazol Basi;30 mg
Mirtazapina Azevedos;15 mg
Morfex;15 mg
Nicorandilo Generis;10 mg
Pantoprazol KRKA;40 mg
Perindopril + Amlodipina Farmoz;8 mg + 10 mg
Perindopril + Amlodipina TAD;8 mg + 10 mg
Bisoprolol Jaba 5 mg Comprimidos revestidos;5 mg
Bisoprolol Sandoz 5 mg Comprimidos revestidos;5 mg
Candesartan + Hidroclorotiazida Sandoz;16 mg + 12.5 mg
Desloratadina ratiopharm;0.5 mg/ml
Flammazine;10 mg/g
Irbesartan + Hidroclorotiazida Bluepharma;300 mg + 12.5 mg
Irbesartan Pharmakern;150 mg
Losartan + Hidroclorotiazida toLife;100 mg + 25 mg
Moxifloxacina Mylan;400 mg
Perindopril + Indapamida toLife;8 mg + 2.5 mg
Risperidona toLife 2 mg Comprimidos;2 mg
Silodosina Ciclum;4 mg
Terbinafina Bluepharma 250 mg Comprimidos;250 mg
Terbinafina Farmoz 250 mg Comprimidos;250 mg
Terbinafina toLife 250 mg Comprimidos;250 mg
Candesartan Axone;8 mg
Depo-Medrol Com Lidocaína;40 mg/ml + 10 mg/ml
Etoricoxib TAD;120 mg
Exocin;3 mg/ml
Fluvastatina Alter;20 mg
Fluvastatina Aurovitas;20 mg
Fluvastatina Bluepharma;20 mg
Fluvastatina Generis;20 mg
Fluvastatina Mylan;20 mg
Fluvastatina Sandoz;20 mg
Lorazepam Labesfal;2.5 mg
Losartan + Hidroclorotiazida Aurovitas;50 mg + 12.5 mg
Pantoprazol Aurovitas;20 mg
Quetiapina Kventiax;25 mg
Terbinafina Pentafarma;250 mg
Topiramato Teva;50 mg
Alprazolam Generis 0,5 mg Comprimidos de libertação modificada;0.5 mg
Candesartan Pharmakern;8 mg
Cetampril;5 mg
Cilostazol Ferrer;100 mg
Claritromicina BGP;250 mg
Concor;10 mg
Enalapril + Hidroclorotiazida Mylan;20 mg + 12.5 mg
Flexar;20 mg
Gliclazida Mylan;60 mg
Indapamida Vida;1.5 mg
Lansoprazol Tecnigen;30 mg
Levotiroxina Aristo;0.025 mg
Pitavastatina Pharmakern;1 mg
Protiadene;75 mg
Rabeprazol Basi;10 mg
Raloxifeno Ciclum;60 mg
Amlodipina Aristo 5 mg Comprimidos;5 mg
Candesartan Krka;8 mg
Cholib;20 mg + 145 mg
Citalopram Genedec 10 mg Comprimidos;10 mg
Cutivate;0.05 mg/g
Dalacin T;10 mg/ml
Desdek;1 mg/g
Furadantina MC;100 mg
Glucose 5% com Cloreto de Sódio 0,15% Labesfal;50 mg/ml + 1.5 mg/ml
Mirtazapina Alter;15 mg
Mirtazapina Azevedos;15 mg
Mirtazapina KRKA;15 mg
Montelucaste Aurovitas;5 mg
Olmesartan medoxomilo + Hidroclorotiazida Ciclum;20 mg + 25 mg
Olmesartan medoxomilo Pentafarma;40 mg
Olmesartan medoxomilo Ratiopharm;40 mg
Omeprazol Generis;10 mg
Paliperidona Ratiopharm;9 mg
Pantoprazol Ritisca;20 mg
Ulcermin;1000 mg
Ácido Acetilsalicílico Aristo;100 mg
Acular;5 mg/ml
Anafranil;25 mg
Androcur;10 mg
Ansiten 5;5 mg
Aurorix;150 mg
Beta-histina Aurovitas;16 mg
Buscalma 5;5 mg
Campral;333 mg
Castilium;20 mg
Cim;200 mg
Claritine;1 mg/ml
Colpotrophine;10 mg/g
Davinefrina;100 mg/ml
Dermestril 25;25 µg/24 h
Dermestril-Septem 25;25 µg/24 h
Ditropan;5 mg
Donulide;100 mg
Edarclor;40 mg + 25 mg
Elitar;500 mg
Elocom;1 mg/g
Elocom;1 mg/g
Enalapril + Lercanidipina Pentafarma;10 mg + 10 mg
Enalapril + Lercanidipina Teva;10 mg + 10 mg
Felodipina Aurovitas;5 mg
Felodipina Mylan;5 mg
Fenil-V Dispersivel;46.5 mg
Flagyl;500 mg
FML - Liquifilm;1 mg/ml
Folifer;1 mg + 90 mg
Froben;100 mg
Juliperla;0.02 mg + 0.075 mg
Kreon;150 mg
Lipanor;100 mg
Lipdaune;20 mg
Lipus;20 mg
Lopid;300 mg
Losartan + Hidroclorotiazida Eplit;50 mg + 12.5 mg
Medipax;10 mg
Medipax;5 mg
Medrol;4 mg
Mometasona Mylan;1 mg/g
Motilium;1 mg/ml
Naprosyn;250 mg
Naprosyn;250 mg
Nebilet;5 mg
Ovestin;1 mg/g
Ponstan;250 mg
Praxilene;200 mg
Primperan;10 mg
Rantudil;60 mg
Reumoxican;20 mg
Reuxen;500 mg
Sibelium;10 mg
Stugeron;75 mg/ml
Tirocular;40 mg/ml
Tolvon;30 mg
Travex;50 mg
Venlafaxina Desinax;75 mg
Amplamox;250 mg/5 ml
Clamoxyl;250 mg/5 ml
Cosyrel;10 mg + 10 mg
Duloxetina Amperlem;30 mg
Duloxetina Ciclum;30 mg
Genexin;37.5 mg
Lansoprazol Mylan;30 mg
Montelucaste Aurobindo;10 mg
Olanzapina Krka;5 mg
Tansulosina Mepha 0,4 mg Cápsulas duras de libertação prolongada;0.4 mg
Tansulosina Mylan;0.4 mg
Tansulosina Reliva 0,4 mg Cápsulas de libertação prolongada;0.4 mg
Tansulosina Zentiva;0.4 mg
Venxin;37.5 mg
Floxedol;3 mg/ml
Gentamicina Labesfal;40 mg/1 ml
Indapamida Mylan;1.5 mg
Irbesartan + Hidroclorotiazida Mylan;300 mg + 12.5 mg
Montelucaste Baldacci;10 mg
Sertralina Sertabal;50 mg
Tobramicina Labesfal;100 mg/2 ml
Topiramato Bluepharma;200 mg
Topiramato Teva;200 mg
Topiramato Wynn;200 mg
Tramadol Labesfal;50 mg/1 ml
Xanax;1 mg
Alprazolam Bluepharma 1 mg Comprimidos de libertação modificada;1 mg
Alprazolam Mylan;0.25 mg
Beta-histina Zentiva;24 mg
Catalip;200 mg
Omeprazol Lumec;20 mg
Pregabalina Pentafarma;25 mg
Salbutamol Novolizer;100 µg/dose
Sinvastatina + Ezetimiba Tecnigen;10 mg + 10 mg
Sinvastatina Alter;10 mg
Sinvastatina Ratiopharm;10 mg
Amlodipina Orexene;5 mg
Apo-go Pen;10 mg/ml
Brisovent Inalador;50 µg/dose
Candesartan Azevedos;32 mg
Claritromicina Farmoz OD;500 mg
Claritromicina Tetrafarma OD;500 mg
Cytotec;0.2 mg
Flixotaide Inalador;50 µg/dose
Indapamida Alter 1,5 mg Comprimidos de libertação prolongada;1.5 mg
Indapamida Krka;1.5 mg
Indapamida Sandoz;1.5 mg
Indapamida toLife;1.5 mg
Lipdaune;20 mg
Lipus;20 mg
Moxifloxacina Krka;400 mg
Nebivolol Ciclum;5 mg
Nioben;5 mg + 80 mg
Pravastatina Alter 20 mg Comprimidos;20 mg
Pravastatina Generis;20 mg
Pravastatina Pritanol 20 mg Comprimidos;20 mg
Pravastatina Teva;20 mg
Pravastatina Zentiva;20 mg
Pregabalina Generis;25 mg
Pregabalina Krka;25 mg
Pregabalina Lek;25 mg
Pregabalina Pharmakern;25 mg
Pregabalina Tolife;25 mg
Rasilez;150 mg
Rosuvastatina toLife;5 mg
Sinemet 25/250;250 mg + 25 mg
Twynsta;5 mg + 80 mg
Valsartan + Hidroclorotiazida ratiopharm;80 mg + 12.5 mg
Alprazolam Mylan;0.5 mg
Amlodipina + Olmesartan medoxomilo Alter;5 mg + 20 mg
Ansilor;2.5 mg
Carzap Am;10 mg + 16 mg
Citalopram Genedec 10 mg Comprimidos;10 mg
Etoricoxib toLife;60 mg
Flameril Retard;100 mg
Fongamil;10 mg/g
Glucose 5% com Cloreto de Sódio 0,9% Basi;50 mg/ml + 9 mg/ml
Glucose 5% com Cloreto de Sódio 0,9% Basi;50 mg/ml + 9 mg/ml
Isotretinoína Orotrex;5 mg
Norvasc;5 mg
Omeprazol Alter;20 mg
Omeprazol Ciclum;20 mg
Omeprazol Stada 20 mg cápsula dura gastrorresistente;20 mg
Omeprazol Teva;20 mg
Utrogestan;100 mg
Daylette;3 mg + 0.02 mg
Desloratadina Generis;5 mg
Desloratadina Krka;5 mg
Desloratadina Mylan;5 mg
Enalapril Bluepharma 20 mg comprimidos;20 mg
Enalapril Farmoz;20 mg
Enalapril Krka;20 mg
Enalapril Ratiopharm;20 mg
Enalapril Sandoz;20 mg
Enalapril Vitória;20 mg
Esomeprazol Cinfa;20 mg
Esomeprazol Generis;20 mg
Esomeprazol Kiddir;20 mg
Esomeprazol Labesfal;20 mg
Esomeprazol Ratiopharm;20 mg
Lercanidipina Ciclum;10 mg
Lercanidipina Zentiva;10 mg
Prilan;20 mg
Soro 410;40 mg/ml + 1.8 mg/ml
Venlafaxina toLife;37.5 mg
Alprazolam Farmoz;1 mg
Alprazolam Generis 1 mg Comprimidos de libertação modificada;1 mg
Alprazolam GP 1 mg Comprimidos de libertação modificada;1 mg
Alprazolam Mylan;1 mg
Alprazolam Pazolam 1 mg Comprimidos de libertação modificada;1 mg
Alprazolam Ratiopharm 1 mg Comprimidos de libertação modificada;1 mg
Beta-histina Ciclum;16 mg
Enalapril + Hidroclorotiazida Pentafarma;20 mg + 12.5 mg
Finasterida DNA Pharma;5 mg
Finasterida PLS;5 mg
Olanzapina Pharmakern;5 mg
Olmesartan medoxomilo Ciclum;20 mg
Pantoprazol Bluepharma;40 mg
Pantoprazol Girenoxin;40 mg
Pantoprazol Tecnigen;40 mg
Perindopril + Indapamida Krka;4 mg + 1.25 mg
Perindopril + Indapamida Teva;4 mg + 1.25 mg
Ramipril Farmoz;1.25 mg
Ramipril Farmoz;5 mg
Ramipril toLife;5 mg
Salima;0.15 mg + 0.03 mg
Tilcotil;20 mg
Zentel;20 mg/ml
Zomorph;10 mg
Ácido Acetilsalicílico Generis;100 mg
Beta-histina Bluepharma 16 mg Comprimidos;16 mg
Beta-histina Sandoz 16 mg Comprimidos;16 mg
Candesartan Ciclum;32 mg
Candesartan Mylan;32 mg
Candesartan Teva;32 mg
Candesartan toLife;32 mg
Candesartan Zentiva;32 mg
Enalapril + Hidroclorotiazida  Vitória;20 mg + 12.5 mg
Enalapril + Hidroclorotiazida Almus;20 mg + 12.5 mg
Enalapril + Hidroclorotiazida Labesfal 20 mg + 12,5 mg Comprimidos;20 mg + 12.5 mg
Enalapril + Hidroclorotiazida Mylan;20 mg + 12.5 mg
Enalapril + Hidroclorotiazida Ratiopharm 20 mg + 12,5 mg Comprimidos;20 mg + 12.5 mg
Enalapril + Hidroclorotiazida Sandoz;20 mg + 12.5 mg
Enalapril Hidroclorotiazida Bluepharma 20 mg + 12,5 mg Comprimidos;20 mg + 12.5 mg
Feldene;20 mg
Harmonet;0.02 mg + 0.075 mg
Minigeste;0.02 mg + 0.075 mg
Pantoprazol Anova;40 mg
Pravastatina Ciclum;10 mg
Pregabalina Tolife;75 mg
Quetiapina Farmoz;200 mg
Quetiapina Mylan;200 mg
Renidur;20 mg + 12.5 mg
Terbinafina Pharmakern 250 mg Comprimidos;250 mg
Vigantol;0.5 mg/ml
Alprazolam GP 0,5 mg Comprimidos de libertação modificada;0.5 mg
Diclofenac Alter 50 mg Comprimidos;50 mg
Hexaspray;25 mg/g
Irbesartan Bluepharma;150 mg
Lansoprazol Pharmakern;30 mg
Levocetirizina Fair-Med;5 mg
Levofloxacina Optacare;5 mg/ml
Losartan + Hidroclorotiazida Bluepharma;100 mg + 25 mg
Metformina Azevedos;1000 mg
Quetiapina Alter SR;300 mg
Ramipril Zentiva;2.5 mg
Voltaren Colírio Unidoses;0.3 mg/0.3 ml
Aerius;5 mg
Atorvastatina Aristo;10 mg
Atorvastatina Farmoz;10 mg
Atorvastatina Generis Phar;10 mg
Atorvastatina Sandoz;10 mg
Atorvastatina Tolife;10 mg
Cozaar Plus;50 mg + 12.5 mg
Desloratadina Generis;5 mg
Desloratadina Labesfal;5 mg
Desloratadina toLife;5 mg
Fluvastatina Mylan;20 mg
Olmesartan medoxomilo + Hidroclorotiazida Ciclum;20 mg + 12.5 mg
Sirdalud;2 mg
Topiramato Aurovitas;25 mg
Venlafaxina Anova;150 mg
Venlafaxina Anova;150 mg
Beta-histina Generis 16 mg Comprimidos;16 mg
Beta-histina GP 16 mg Comprimidos;16 mg
Beta-histina Mylan;16 mg
Carvedilol Labesfal;25 mg
Cim;200 mg
Clorocil;10 mg/g
Famotidina Mylan;20 mg
Femsete;50 µg/24 h
Ixel;50 mg
Locetar;2.5 mg/g
Lomexin;20 mg/g
Losartan + Hidroclorotiazida Ratiopharm;100 mg + 25 mg
Naramig;2.5 mg
Nifedipina Generis;60 mg
Olbete;5 mg
Pravid;30000 U.I.
Reumon;1000 mg/2 ml
Spasmoplex;20 mg
Syntocinon;40 U.I./ml
Celecoxib Ratiopharm;100 mg
Diclofenac Labesfal;50 mg
Dutasterida Sandoz;0.5 mg
Elipa;5 mg/ml
Enalapril Sandoz;20 mg
Floxedol;3 mg/ml
Ivabradina Krka;5 mg
Loratadina Generis;10 mg
Loratadina Ratiopharm;10 mg
Lorazepam Vitória;2.5 mg
Perindopril Sandoz;4 mg
Quetiapina Farmoz;100 mg
Quetiapina Mylan;100 mg
Zofenil;7.5 mg
Zopranol;7.5 mg
Acabel 8;8 mg/2 ml
Alprazolam Sandoz;0.25 mg
Atenolol Alter 50 mg comprimidos;50 mg
Atenolol Mylan;50 mg
Candesartan Alter;32 mg
Cloreto de Sódio 0,9% Labesfal;9 mg/ml
Cloreto de Sódio 0,9% Labesfal;9 mg/ml
Losartan Farmoz;50 mg
Quetiapina toLife SR;150 mg
Rupatadina Mylan;10 mg
Altensil;10 mg + 8 mg
Atenolol Azevedos;100 mg
Atenolol Azevedos;100 mg
Lorsedal;2.5 mg
Nausefe;10 mg + 10 mg + 10 mg
Olmesartan medoxomilo + Hidroclorotiazida Zentiva;20 mg + 25 mg
Oramorph;20 mg/ml
Pitavastatina Teva;1 mg
Ramipril GP;2.5 mg
Reagila;1.5 mg
Reagila;3 mg
Sevredol;20 mg
Spidifen;600 mg
Telmisartan Ciclum;40 mg
Tramal;50 mg
Trazone AC;150 mg
Triticum AC;150 mg
Victan;2 mg
Altensil;5 mg + 16 mg
Depo-Provera 500;150 mg/ml
Desloratadina Pharmakern;0.5 mg/ml
Escitalopram Tecnilor;10 mg
Piroxicam Cinfa 20 mg comprimidos dispersíveis;20 mg
Sinvastatina Almus;10 mg
Sinvastatina Jaba;10 mg
Sinvastatina Teva;10 mg
Venlafaxina Aurovitas;37.5 mg
Candesartan + Hidroclorotiazida Bluepharma;16 mg + 12.5 mg
Clitax;2.5 mg
Ferro-Tardyferon;247.25 mg
Gliclazida Alter;30 mg
Gliclazida Cinfa;30 mg
Goldar;2.5 mg
Losartan Rominguer;50 mg
Ramipril Bluepharma;5 mg
Telmisartan + Hidroclorotiazida Ciclum;40 mg + 12.5 mg
Tramadol Basi;50 mg/1 ml
Belmural;30 mg
Beta-histina Farmoz;24 mg
Diclofenac Retard Ratiopharm;100 mg
Epilfarmo;600 mg
Genexin;37.5 mg
Glucose 5% com Cloreto de Sódio 0,3% Labesfal;50 mg/ml + 3 mg/ml
Lorsedal;5 mg
Olmesartan medoxomilo + Hidroclorotiazida Farmoz;20 mg + 25 mg
Olmesartan medoxomilo + Hidroclorotiazida Teva;20 mg + 25 mg
Permixon;160 mg
Proaxen;600 mg
Protaxil;50 mg/g
Soro Glucosado Isotónico;55 mg/ml
Sucralfato Generis 1g/5 ml Suspensão Oral;1000 mg/5 ml
Sucralfato Mylan;1000 mg/5 ml
Venlafaxina Generis;37.5 mg
Venlafaxina toLife;37.5 mg
Venxin;37.5 mg
Zarelix;37.5 mg
Zigabal;600 mg
Beta-histina Aurovitas;24 mg
Candesartan Bluepharma;8 mg
Clonazepam Wise;2 mg
Escitalopram Tolife;10 mg
Fluoxetina Ciclum 20 mg Cápsulas;20 mg
Fluoxetina Zentiva;20 mg
Glucobay;100 mg
Irbesartan Pharmakern;75 mg
Quetiapina Generis;25 mg
Starlix;60 mg
Valsartan Ciclum;40 mg
Carbamazepina Wynn;200 mg
Levetiracetam Cinaz;250 mg
Olmesartan medoxomilo + Hidroclorotiazida Zentiva;20 mg + 12.5 mg
Paracetamol Alter;1000 mg
Psipax;20 mg
Sertralina Basi;100 mg
Amlodipina Mepha;5 mg
Carbamazepina Labesfal 200 mg Comprimidos;200 mg
Clarelux;0.5 mg/g
Dormicum;15 mg
Fenofibrato Zentiva;200 mg
Flagyl;250 mg
Fultium-D3;10000 U.I./ml
Hydrocortone;10 mg
Lexotan;1.5 mg
Loratadina Aurovitas;10 mg
Losartan + Hidroclorotiazida Daquimed;50 mg + 12.5 mg
Losartan + Hidroclorotiazida Teva;50 mg + 12.5 mg
Losartan Bluepharma;50 mg
Naprosyn Ec;500 mg
Ticlopidina Generis 250 mg Comprimidos Revestidos;250 mg
Ticlopidina Trombopat 250 mg Comprimidos Revestidos;250 mg
Valsartan + Hidroclorotiazida Tetrafarma;160 mg + 25 mg
Advantan;1 mg/g
Alprazolam Pazolam 1 mg Comprimidos;1 mg
Alprazolam Prazam;1 mg
Atenolol Bluepharma;50 mg
Budesonida Farmoz;200 µg/dose
Budesonida Tecnicort;200 µg/dose
Ezetimiba Ciclum;10 mg
Levocetirizina Labesfal;5 mg
Moduretic;50 mg + 5 mg
Pitavastatina Pentafarma;1 mg
Tramal;100 mg/2 ml
Cefoxitina Labesfal;500 mg/2 ml
Cefoxitina Labesfal;500 mg/5 ml
Chibroxol;3 mg/ml
Cloxam;1 mg
Esomeprazol Daquimed;20 mg
Etoricoxib Teva;90 mg
Lisinopril + Hidroclorotiazida Bluepharma;20 mg + 12.5 mg
Neclav;0.5 mg
Olanzapina Krka;10 mg
Olmesartan medoxomilo + Hidroclorotiazida Farmoz;20 mg + 12.5 mg
Olmesartan medoxomilo + Hidroclorotiazida Teva;20 mg + 12.5 mg
Pravastatina Jaba 10 mg Comprimidos;10 mg
Pravastatina Pharmakern;10 mg
Seractil;300 mg
Sinvastatina Aurobindo;10 mg
Tolura;80 mg
Venlafaxina Anova;75 mg
Venlafaxina Anova;75 mg
Atenolol Cinfa 50 mg Comprimidos;50 mg
Candesartan + Hidroclorotiazida Bluepharma;8 mg + 12.5 mg
Claritromicina Pharmakern 500 mg;500 mg
Etoricoxib Bluepharma;120 mg
Flunarizina Farmoz;10 mg
Ibuprofeno Bluepharma;600 mg
Ibuprofeno Farmalider;20 mg/ml
Irbesartan + Hidroclorotiazida Farmoz;300 mg + 12.5 mg
Irbesartan + Hidroclorotiazida ratiopharm;300 mg + 12.5 mg
Mirtazapina Almus;15 mg
Mirtazapina Alter 15 mg Comprimidos;15 mg
Mirtazapina Farmoz 15 mg Comprimidos;15 mg
Oprymea;0.26 mg
Pravastatina Aurobindo;10 mg
Rosilan;6 mg
Silodosina Aurovitas;4 mg
Starlix;120 mg
Vasilium;10 mg
Zinasen;10 mg
Atorvastatina Ciclum;20 mg
Atorvastatina Mepha;20 mg
Folicil;5 mg
Montelucaste Ratiopharm;10 mg
Betaserc;16 mg
Cinet;10 mg
Clindamicina Labesfal;150 mg
Desloratadina Farmoz;0.5 mg/ml
Desloratadina Mylan;0.5 mg/ml
Dimidon;75 mg
Furosemida Zentiva;40 mg
Mirtazapina Azevedos;15 mg
Motilium;10 mg
Nivoflox;500 mg
Pantoprazol Almus;40 mg
Pantoprazol Alter;40 mg
Pantoprazol Aurovitas;40 mg
Pantoprazol Basi;40 mg
Pantoprazol Bluefish;40 mg
Pantoprazol Ciclum;40 mg
Pantoprazol Generis;40 mg
Pantoprazol Mepha;40 mg
Pantoprazol Ombene;40 mg
Pantoprazol Pharmakern;40 mg
Pantoprazol Ratiopharm;40 mg
Pantoprazol Sandoz;40 mg
Pantoprazol ToLife;40 mg
Pravastatina Aurobindo;40 mg
Remotil;10 mg
Tramadol Labesfal;100 mg
Valaciclovir Azevedos;500 mg
Valaciclovir Tetrafarma;500 mg
Vinpocetina Kern 5 mg comprimidos;5 mg
Zipantol;40 mg
Acarbose Establix;50 mg
Acarbose Farmoz;50 mg
Amlodipina Krka;5 mg
Bezalip;200 mg
Captopril Bluepharma;50 mg
Captopril Bluepharma;50 mg
Carbamazepina Labesfal 400 mg Comprimidos;400 mg
Lercanidipina Atral;10 mg
Naprosyn;500 mg
Ramipril + Hidroclorotiazida Alter;5 mg + 25 mg
Ramipril + Hidroclorotiazida Aurovitas;5 mg + 25 mg
Ramipril + Hidroclorotiazida Generis 5 mg + 25 mg Comprimidos;5 mg + 25 mg
Ramipril + Hidroclorotiazida Labesfal;5 mg + 25 mg
Ramipril + Hidroclorotiazida Mylan;5 mg + 25 mg
Ramipril + Hidroclorotiazida Romazide;5 mg + 25 mg
Ramipril + Hidroclorotiazida Sandoz 5 mg + 25 mg Comprimidos;5 mg + 25 mg
Ramipril + Hidroclorotiazida toLife;5 mg + 25 mg
Tansulosina Aurovitas;0.4 mg
Trazodona Labesfal;150 mg
Triatec Composto Forte;5 mg + 25 mg
Zolmitriptano Generis Phar;2.5 mg
Zolmitriptano Vitória;2.5 mg
Advantan;1 mg/g
Alprazolam Labesfal;0.25 mg
Escitalopram Ciclum;10 mg
Losartan + Hidroclorotiazida Tecnigen;100 mg + 25 mg
Olmesartan medoxomilo + Hidroclorotiazida Aurobindo;20 mg + 25 mg
Olmesartan medoxomilo + Hidroclorotiazida Aurovitas;20 mg + 25 mg
Olmesartan medoxomilo + Hidroclorotiazida ratiopharm;20 mg + 25 mg
Olmesartan medoxomilo + Hidroclorotiazida Teva;20 mg + 25 mg
Tramadol + Paracetamol Aristo;75 mg + 650 mg
Aciclovir Aurovitas;800 mg
Alprazolam ratiopharm 1 mg Comprimidos;1 mg
Cinon Forte;75 mg
Diclofenac Mylan;100 mg
Diclofenac Retard Ratiopharm;100 mg
Duloxetina Alter;30 mg
Fenil-V Retard;100 mg
Fluoxetina Tuneluz;20 mg
Losartan + Hidroclorotiazida Aurobindo;50 mg + 12.5 mg
Pantoprazol Aurobindo;40 mg
Perindopril Farmoz;2 mg
Preterax;2.5 mg + 0.625 mg
Topiramato Bluepharma;50 mg
Triplixam;5 mg + 1.25 mg + 5 mg
Xyzal;5 mg/ml
Augmentin Duo, comprimidos 875/125 mg;875 mg + 125 mg
Ben-U-Ron;1000 mg
Betamox Plus;875 mg + 125 mg
Clavamox DT;875 mg + 125 mg
Clebutec;0.5 mg
Plastranit;5 mg/24 h
Pregabalina Tarmix;25 mg
Tramadol + Paracetamol ratiopharm;75 mg + 650 mg
Trinalion;5 mg + 10 mg
Zithromax;40 mg/ml
Zyrtec;1 mg/ml
Acfol;5 mg
Azitromicina Krka;40 mg/ml
Celecoxib Helm;200 mg
Etoricoxib Alter;90 mg
Gliclazida ratiopharm;30 mg
Irbesartan ToLife;75 mg
Lansoprazol Decafarma;15 mg
Levofloxacina Amperlem;250 mg
Lorazepam Labesfal;2.5 mg
Pantoprazol Azevedos;40 mg
Zanipress;20 mg + 10 mg
Zanitek;20 mg + 10 mg
Dilena;(2 mg) + (10 mg + 2 mg)
Espironolactona Alter;25 mg
Etoricoxib TAD;60 mg
Famotidina Mylan;20 mg
Ivabradina Accord;5 mg
Lercanidipina Alter;10 mg
Lercanidipina Aurovitas;10 mg
Lercanidipina Mepha;10 mg
Lercanidipina Mylan;10 mg
Lercanidipina Ratiopharm;10 mg
Naprosyn;250 mg
Onsudil;0.05 mg
Perindopril Aurobindo;8 mg
Rubifen;5 mg
Sinvastatina + Ezetimiba Aurovitas;10 mg + 10 mg
Alzen SR;50 mg
Atenolol Alter 100 mg comprimidos;100 mg
Atrovent Unidose;0.25 mg/2 ml
Candesartan Mylan;4 mg
Clobetasol ratiopharm;0.5 mg/g
Clobetasol ratiopharm;0.5 mg/g
Clozapina Generis;100 mg
Escitalopram Tetrafarma;10 mg
Lisinopril Sandoz;5 mg
Losartan Basi;100 mg
Olcadil;2 mg
Seroquel SR;50 mg
Sertralina J. Neves;100 mg
Sertralina Krka;50 mg
Ticlopidina Farmoz;250 mg
Zocor;20 mg
Acarbose Establix;100 mg
Acarbose Farmoz;100 mg
Anestocil;4 mg/ml
Claritromicina Bluepharma;250 mg
Dancor;10 mg
Escitalopram Azevedos;5 mg
Irbesartan + Hidroclorotiazida Arudel;150 mg + 12.5 mg
Irbesartan + Hidroclorotiazida Aurovitas;150 mg + 12.5 mg
Irbesartan + Hidroclorotiazida Tetrafarma;150 mg + 12.5 mg
Lercanidipina Labesfal;10 mg
Olmesartan medoxomilo + Hidroclorotiazida Alter;20 mg + 12.5 mg
Rabeprazol Krka;10 mg
Sertralina Atral;50 mg
Sinvastatina Aurobindo;20 mg
Amlodipina Amlocor 5 mg Comprimidos;5 mg
Brufen;600 mg
Celecoxib Biofarmoz;200 mg
Ebastina Aristo;10 mg
Elitar;500 mg
Fluoxetina Azevedos;20 mg
Fluoxetina Basi;20 mg
Fluoxetina Ciclum 20 mg Cápsulas;20 mg
Fluoxetina Ratiopharm;20 mg
